plan_tier,contract_type,auto_renew,tenure_months,seat_count,monthly_fee,discount_flag,logins_30d,active_days_30d,feature_usage_score,avg_session_minutes,onboarding_completed,time_to_first_value_days,tickets_30d,payment_failures_30d,nps_proxy,cohort_month,churn_next_30d
basic,monthly,1,26,149,23.16,1,7,16,0.48,9.26,1,11.9,3,3,43.2,10,0
basic,annual,1,29,57,28.7,0,11,9,0.335,12.92,1,15.3,6,0,-9.4,17,1
basic,monthly,1,45,189,27.33,0,5,8,0.681,10.96,1,14.4,1,1,58.4,21,1
pro,monthly,0,31,51,54.63,0,10,10,0.532,9.51,0,8.5,3,0,9.4,1,0
basic,monthly,0,2,101,24.85,0,19,9,0.527,14.48,1,0.7,3,0,15.2,11,0
basic,annual,1,10,8,19.89,0,21,12,1.0,14.41,0,20.3,2,0,35.5,14,0
basic,monthly,1,21,177,29.19,0,10,12,0.225,2.18,1,11.9,2,0,22.2,9,0
basic,monthly,1,22,141,21.12,1,11,9,0.532,3.22,0,21.4,4,1,11.5,20,0
basic,monthly,0,17,33,32.25,0,16,15,0.304,14.6,1,11.9,1,3,22.3,13,1
pro,monthly,1,8,132,56.06,1,20,7,0.573,11.69,1,7.0,1,2,48.6,11,1
basic,monthly,1,5,37,21.87,0,18,9,0.524,10.62,1,10.9,5,1,24.9,14,0
enterprise,annual,1,6,89,180.55,0,20,17,0.515,4.44,1,6.1,6,0,0.1,17,0
basic,monthly,1,45,102,12.2,0,8,19,0.624,11.3,1,26.4,4,1,26.1,17,0
pro,annual,0,18,186,51.76,1,15,14,0.934,10.44,0,12.6,1,1,58.1,3,0
enterprise,monthly,1,46,67,181.25,0,8,8,0.81,11.91,1,,1,0,39.8,6,0
enterprise,annual,1,16,3,139.95,0,13,8,0.901,11.22,1,12.3,3,0,35.0,7,0
pro,monthly,1,14,87,56.02,1,19,12,0.962,12.91,0,16.7,0,1,89.2,2,0
pro,monthly,1,23,185,57.5,0,15,18,0.779,13.26,1,8.5,3,0,31.3,0,0
pro,monthly,1,45,159,73.16,1,4,13,0.246,10.59,0,8.9,2,4,,11,0
pro,monthly,0,27,12,61.45,0,12,7,0.702,12.02,1,0.1,1,1,42.6,0,0
basic,monthly,1,1,11,23.36,0,22,16,0.1,8.92,1,11.7,2,0,7.2,15,0
basic,annual,1,13,151,23.9,0,12,18,0.42,5.17,0,16.8,4,0,46.1,8,0
basic,monthly,1,47,144,14.75,0,8,16,0.28,9.43,0,15.0,1,1,53.9,3,0
pro,monthly,1,7,111,69.5,0,17,19,0.719,12.94,1,12.8,2,1,34.0,15,0
basic,monthly,1,40,18,19.62,0,7,15,0.388,10.09,1,17.5,2,1,27.1,0,0
basic,annual,1,44,56,24.01,1,5,6,0.604,16.08,1,18.9,4,4,-10.3,16,1
pro,monthly,0,10,169,58.5,0,16,10,0.811,12.07,0,7.8,2,2,56.5,18,0
basic,monthly,1,26,28,29.58,1,8,19,0.378,6.29,1,18.2,0,3,36.5,10,0
basic,monthly,0,28,41,23.72,0,16,12,0.595,11.57,0,6.6,5,1,12.1,10,1
basic,monthly,0,38,90,27.15,0,7,4,0.079,6.75,1,11.7,6,1,-32.9,3,1
basic,monthly,1,38,147,23.93,0,5,13,0.281,4.51,0,23.2,2,1,43.0,16,0
basic,monthly,1,2,165,16.88,0,19,18,0.778,11.76,1,5.8,1,1,42.2,13,1
basic,monthly,1,15,118,23.98,0,19,13,0.391,14.77,1,4.0,4,2,19.3,0,0
basic,monthly,1,45,99,24.45,1,7,14,0.455,9.63,1,11.7,1,4,38.2,15,1
basic,monthly,1,16,77,28.01,0,19,10,0.403,13.67,0,27.9,3,1,44.5,19,1
basic,monthly,1,11,9,23.53,0,19,12,0.238,11.58,1,22.2,4,0,19.8,19,0
pro,annual,1,30,54,46.51,0,6,4,0.484,18.0,1,15.0,2,0,34.8,21,1
basic,monthly,1,9,43,28.22,0,15,9,0.549,12.66,1,6.0,4,0,16.7,18,0
enterprise,monthly,1,7,12,147.29,0,17,19,0.681,12.31,0,14.0,0,3,40.7,2,1
enterprise,monthly,1,38,149,201.97,0,8,0,0.943,13.93,1,21.4,3,0,18.4,8,0
basic,monthly,1,5,71,23.63,0,14,11,0.439,11.47,1,17.4,5,0,-12.6,3,0
basic,annual,0,42,102,16.58,0,6,9,0.548,10.51,1,2.7,3,0,32.3,7,0
basic,monthly,1,11,40,23.52,1,16,16,0.452,9.19,1,16.8,2,0,44.1,13,0
pro,monthly,0,5,118,59.11,0,20,5,0.838,14.41,1,3.6,2,2,64.6,17,0
pro,monthly,0,35,28,63.1,0,8,9,0.412,8.57,0,12.3,3,1,21.9,3,1
pro,monthly,0,8,135,57.92,0,15,11,0.756,6.94,0,18.5,3,1,36.9,9,0
basic,annual,0,17,147,24.77,0,15,15,0.623,7.81,1,,3,0,23.7,6,0
pro,monthly,1,16,62,61.7,0,22,14,0.522,16.07,1,4.9,3,3,21.0,20,0
basic,monthly,1,24,43,22.02,0,7,5,0.532,10.24,1,18.5,4,0,29.2,19,1
pro,annual,1,22,156,58.78,1,11,11,0.74,14.74,1,12.5,0,1,48.7,15,0
basic,annual,1,9,45,20.83,1,14,10,0.425,8.46,0,20.0,5,2,10.1,18,0
pro,monthly,1,11,36,47.14,1,20,16,0.542,13.92,1,20.7,2,1,37.6,9,1
pro,monthly,0,9,68,51.02,0,13,12,0.449,11.9,1,9.3,4,1,15.4,22,0
basic,monthly,0,2,193,34.7,0,17,20,0.914,19.46,1,14.0,1,0,57.3,9,1
pro,annual,1,31,93,72.44,0,8,9,0.586,15.47,1,6.1,1,0,62.1,21,0
basic,monthly,1,22,53,26.54,0,17,11,0.329,12.18,1,6.2,4,1,19.1,7,0
pro,monthly,1,5,103,35.47,0,12,10,0.352,8.34,0,5.5,1,0,41.2,7,0
basic,annual,1,15,70,17.74,1,12,12,0.406,6.91,1,,3,0,32.6,2,0
enterprise,monthly,1,32,133,180.42,1,11,16,0.798,12.37,1,5.3,0,4,55.3,23,0
basic,monthly,1,13,88,19.29,1,19,12,0.504,11.08,1,27.5,1,0,58.4,4,0
enterprise,monthly,1,19,118,207.86,0,8,10,0.813,11.65,0,8.7,3,0,54.7,10,0
pro,annual,0,35,87,48.99,1,8,13,0.799,14.91,0,9.5,3,0,30.8,20,0
pro,monthly,1,32,96,57.99,1,5,7,0.643,12.09,0,16.0,2,3,41.1,13,0
pro,monthly,1,33,89,48.25,0,11,15,0.647,11.87,0,7.9,3,0,28.5,17,0
pro,monthly,1,18,79,31.12,0,10,10,0.952,18.28,1,0.0,3,2,54.3,8,0
enterprise,annual,1,23,192,198.57,0,14,9,0.883,13.61,1,12.1,3,1,47.1,17,0
basic,annual,1,40,53,27.62,0,8,4,0.619,7.65,1,0.0,6,0,-8.5,13,1
pro,monthly,1,41,161,74.41,0,7,7,0.608,14.72,1,9.2,1,1,44.4,7,0
basic,monthly,1,2,142,23.38,1,19,13,0.672,12.66,1,13.3,1,0,69.5,12,1
pro,annual,1,40,106,50.26,1,9,11,0.733,11.58,1,13.6,3,1,30.8,23,0
basic,annual,1,42,64,22.0,1,12,11,0.607,8.77,1,14.9,3,0,44.8,7,0
pro,monthly,1,45,97,70.34,0,5,5,0.799,16.58,1,24.7,3,0,62.1,14,0
pro,monthly,1,12,170,52.91,0,16,12,0.729,17.44,0,11.8,4,2,,12,1
basic,annual,1,24,37,23.2,0,15,7,0.277,7.64,1,4.1,2,0,44.9,19,0
basic,annual,1,2,117,27.71,0,16,8,0.56,12.25,1,28.5,2,0,20.2,17,0
pro,monthly,1,5,153,60.17,0,15,17,0.469,12.13,1,8.6,3,3,27.9,17,1
pro,monthly,1,26,127,56.7,1,11,12,0.784,7.47,1,2.8,2,0,51.8,12,0
basic,monthly,1,9,29,22.85,0,21,16,0.268,9.47,1,2.5,4,1,1.0,11,1
pro,annual,1,10,102,53.71,1,18,19,0.664,6.76,1,6.1,2,0,34.3,20,0
enterprise,monthly,1,14,37,203.85,0,13,12,0.76,12.51,1,3.3,4,0,36.6,7,0
basic,monthly,1,22,185,27.68,0,17,17,0.344,16.85,1,7.4,5,0,6.4,21,1
basic,monthly,0,7,70,24.86,0,17,15,0.535,6.86,0,5.6,2,2,42.7,5,0
basic,annual,1,38,84,21.06,0,12,9,0.688,17.76,1,9.8,3,0,75.8,9,0
pro,annual,0,32,171,54.82,1,14,12,0.57,16.75,1,10.6,3,0,26.1,1,0
basic,annual,0,37,85,21.51,0,9,9,0.602,11.6,1,6.0,1,0,26.8,18,0
pro,monthly,1,44,39,59.93,0,6,14,0.761,14.11,0,11.4,2,0,33.0,17,0
pro,annual,1,28,178,53.63,1,11,16,0.478,10.02,0,11.1,2,0,32.1,22,0
basic,annual,1,17,129,27.81,0,9,6,0.557,10.0,1,12.5,4,0,-1.1,4,0
pro,monthly,1,46,121,67.8,0,6,8,0.632,12.4,1,18.0,2,1,42.8,18,0
pro,monthly,0,27,16,58.19,1,10,10,0.667,9.68,1,9.3,1,2,70.6,9,0
basic,annual,0,22,90,31.89,0,5,8,0.261,10.99,0,11.1,2,1,49.2,11,0
basic,monthly,0,19,92,29.96,0,12,11,0.297,9.9,1,11.3,4,0,10.4,8,0
basic,monthly,0,1,53,25.79,0,21,16,0.77,9.42,1,14.1,2,1,53.4,16,0
basic,monthly,1,45,113,22.82,0,7,16,0.686,14.25,0,10.7,0,1,71.9,14,0
basic,monthly,1,39,49,39.11,0,6,9,0.59,13.74,0,12.5,6,0,47.3,10,0
enterprise,monthly,1,33,94,172.89,0,15,11,0.912,16.84,0,8.4,2,0,51.7,11,0
basic,annual,1,10,160,29.41,0,14,14,0.311,8.43,1,10.9,5,0,-10.7,7,0
basic,monthly,1,44,147,26.66,0,5,11,0.509,14.14,1,9.7,2,1,29.5,19,1
pro,annual,0,8,56,56.09,0,20,8,0.612,18.17,1,0.0,2,1,26.7,15,0
pro,monthly,1,11,42,37.14,0,11,9,0.531,11.28,1,4.5,4,0,25.0,23,0
enterprise,monthly,1,3,2,176.55,0,10,10,0.546,11.63,1,,0,1,63.4,1,1
pro,annual,0,13,69,61.97,0,13,16,0.907,15.48,1,14.4,3,0,43.0,16,0
basic,monthly,1,15,4,22.6,1,18,18,0.437,4.12,1,4.0,2,3,20.0,3,0
basic,monthly,1,38,26,38.39,0,8,7,0.631,7.69,1,6.5,0,1,46.0,2,0
enterprise,annual,1,15,195,213.89,0,11,9,0.81,11.21,1,1.2,0,0,76.4,13,0
pro,monthly,1,45,171,56.76,0,8,15,0.858,12.13,0,4.2,4,2,24.6,15,0
enterprise,monthly,1,14,112,179.93,0,16,11,0.882,13.63,1,0.0,3,1,79.8,9,0
basic,monthly,0,25,155,34.2,0,8,13,0.495,11.77,1,14.7,2,2,19.3,8,0
pro,annual,0,28,98,58.94,0,7,10,0.442,6.53,1,8.7,2,0,16.4,4,0
pro,monthly,1,39,120,52.55,0,10,12,0.831,16.44,1,,2,2,,8,1
basic,monthly,1,36,183,15.46,0,4,9,0.77,13.62,1,13.6,3,1,55.3,22,0
pro,annual,1,41,16,38.18,0,14,17,1.0,14.18,1,5.3,1,0,57.9,9,0
pro,monthly,1,45,70,62.91,0,8,5,0.846,14.55,1,4.1,2,4,42.2,23,0
basic,monthly,1,5,24,20.02,0,16,11,0.435,8.76,1,18.3,2,1,58.9,23,0
basic,monthly,1,4,159,32.18,0,16,17,0.458,10.03,1,15.8,3,0,-14.3,9,1
pro,monthly,0,21,164,59.97,0,18,13,0.296,6.53,0,13.2,4,0,14.5,9,0
basic,monthly,1,7,144,23.29,0,23,14,0.404,3.81,1,6.0,2,0,26.2,16,0
basic,monthly,1,23,122,21.76,1,14,16,0.322,9.22,0,18.5,7,3,24.4,3,1
basic,monthly,1,28,95,32.97,0,7,13,0.656,17.11,1,13.1,4,1,16.9,19,1
basic,monthly,1,13,5,20.71,0,21,17,0.722,10.63,1,8.2,4,0,15.3,7,0
enterprise,monthly,0,4,155,191.19,0,24,19,1.0,9.33,1,9.4,2,1,64.2,6,0
pro,monthly,1,46,178,40.92,0,6,5,1.0,15.69,1,11.5,0,0,75.0,7,0
basic,monthly,1,17,193,27.84,0,10,10,0.595,10.13,0,20.6,2,0,46.6,5,1
enterprise,monthly,0,40,69,180.44,1,6,8,0.645,13.18,0,19.7,4,0,17.9,13,0
pro,annual,0,29,40,60.03,0,21,15,0.6,13.58,1,13.1,4,0,12.9,15,0
basic,monthly,1,31,131,22.23,0,7,15,0.425,9.03,1,18.2,3,2,9.1,18,0
pro,monthly,1,37,4,74.31,0,10,2,1.0,15.24,0,10.8,2,0,58.1,8,0
basic,monthly,1,12,12,24.44,0,16,7,0.051,8.2,0,22.7,5,0,-5.2,21,1
enterprise,annual,1,10,164,184.64,0,16,5,1.0,8.1,0,16.9,2,0,59.4,7,0
pro,monthly,1,47,191,48.03,1,8,8,0.502,9.44,1,12.9,5,3,46.9,22,0
pro,annual,0,32,81,58.52,0,10,12,0.6,9.11,1,8.7,3,0,53.3,18,0
basic,monthly,0,14,102,26.6,0,16,19,0.086,3.99,1,14.9,2,1,16.8,22,0
pro,monthly,1,31,109,39.8,1,12,7,0.86,10.62,1,1.9,2,4,41.6,20,0
basic,annual,1,18,28,37.6,0,16,22,0.693,14.17,1,14.8,2,0,60.4,19,0
basic,monthly,1,41,45,36.54,0,9,14,0.353,10.16,1,19.3,4,0,23.6,1,0
basic,monthly,1,24,60,24.45,0,6,13,0.749,6.93,0,27.9,1,0,56.9,10,0
pro,annual,0,15,168,66.29,0,13,15,0.835,9.68,1,7.3,4,0,41.8,9,0
basic,monthly,0,33,88,25.03,0,8,6,0.455,10.77,1,22.7,3,0,9.4,7,0
enterprise,monthly,1,36,144,173.67,1,6,8,0.381,10.27,1,7.0,1,0,49.7,20,0
pro,monthly,0,17,39,62.3,0,11,8,0.631,10.82,0,18.2,2,1,31.2,19,0
basic,monthly,0,36,190,24.8,0,6,13,0.738,14.69,1,12.4,4,1,25.6,17,0
basic,annual,1,11,176,17.4,0,14,9,0.385,11.42,1,19.6,2,0,40.7,15,0
basic,monthly,1,11,95,26.32,0,19,13,0.745,10.75,1,13.2,4,1,41.7,22,0
pro,annual,1,39,45,55.76,0,4,8,0.515,9.06,1,4.4,5,0,-20.7,21,0
pro,monthly,1,29,195,45.53,1,5,16,0.654,11.32,1,14.2,2,1,64.3,13,0
basic,annual,0,1,161,24.61,0,23,12,0.417,4.25,1,9.0,4,0,29.2,9,0
pro,annual,1,32,102,51.22,0,4,6,0.698,13.07,0,15.9,3,0,21.8,18,0
basic,annual,1,14,54,29.37,0,14,14,0.698,8.42,1,1.8,2,0,,8,0
pro,monthly,1,13,124,50.32,0,13,12,0.964,17.41,0,19.0,2,1,56.2,5,0
enterprise,monthly,0,20,74,192.86,0,20,19,0.788,7.59,1,0.0,1,1,48.2,23,0
pro,monthly,1,21,135,52.48,0,9,13,0.389,11.45,0,11.0,3,1,2.4,3,0
pro,monthly,1,42,166,40.06,1,9,12,0.784,6.73,1,0.0,0,2,48.5,7,1
pro,monthly,1,20,98,48.89,0,13,16,0.616,9.76,1,1.3,1,0,57.1,2,0
basic,annual,1,14,10,15.1,0,10,13,0.493,12.14,1,11.8,2,0,18.2,21,0
basic,monthly,1,37,112,35.52,0,8,14,0.569,14.17,1,8.0,2,2,36.2,21,0
basic,annual,0,26,171,26.37,0,17,16,0.651,14.5,1,16.4,2,0,47.1,13,0
basic,monthly,1,0,45,35.92,0,16,11,0.476,12.92,1,10.5,2,1,37.4,16,0
pro,annual,1,30,191,63.7,0,13,7,0.775,15.04,1,9.0,2,0,40.0,10,0
pro,monthly,1,24,73,64.51,0,10,11,0.743,15.11,1,3.1,1,1,42.9,9,0
pro,monthly,1,27,137,57.29,1,19,5,0.775,10.95,1,12.5,2,2,28.7,21,0
basic,annual,1,8,140,26.81,0,21,11,0.708,11.09,0,19.1,3,0,39.9,17,0
pro,annual,1,22,37,48.73,0,11,10,0.273,11.65,1,11.2,1,0,19.7,3,0
basic,annual,1,31,8,25.93,0,13,17,0.479,14.14,0,22.6,2,0,,20,0
basic,annual,1,32,189,21.86,0,13,12,0.523,10.63,1,17.2,8,0,-16.5,2,1
pro,monthly,0,32,140,69.77,0,12,19,0.625,10.08,0,16.5,1,0,51.0,16,0
enterprise,annual,1,47,126,218.65,0,4,12,0.594,9.79,1,9.0,3,1,20.0,0,0
pro,monthly,0,24,61,46.96,1,4,4,0.553,8.76,1,14.6,4,1,30.1,0,1
basic,monthly,0,20,22,18.11,0,13,17,0.644,13.2,1,13.0,3,1,3.3,21,1
pro,monthly,1,26,55,61.67,0,12,16,0.753,15.84,1,5.5,1,2,58.5,6,0
basic,monthly,1,15,109,27.15,0,15,6,0.556,12.71,1,17.5,2,2,32.8,1,1
pro,monthly,1,15,139,64.69,0,11,15,0.489,10.8,1,14.3,4,1,59.0,1,0
pro,annual,1,33,64,58.85,0,12,18,0.825,18.62,0,13.7,1,0,54.3,5,0
basic,monthly,0,15,43,32.17,0,16,4,0.692,12.09,1,15.7,1,1,37.9,17,0
basic,annual,1,35,50,28.27,0,3,6,0.75,16.61,1,14.7,2,0,58.4,9,0
basic,monthly,1,35,192,26.83,0,6,15,0.409,7.16,0,18.5,4,0,17.2,21,0
enterprise,monthly,1,45,126,138.75,0,8,11,1.0,14.63,1,0.0,1,0,40.8,0,0
basic,monthly,0,6,198,18.39,0,16,19,0.59,8.57,1,5.4,3,0,54.9,11,0
pro,monthly,1,17,2,65.85,0,17,17,0.534,8.42,1,5.8,7,2,-23.3,4,0
pro,monthly,1,37,92,55.92,0,7,14,1.0,11.56,1,8.2,1,1,56.1,13,0
pro,monthly,1,20,92,62.55,0,15,17,0.805,13.01,1,0.9,1,2,59.1,1,0
basic,monthly,1,31,80,17.09,1,14,9,0.586,10.13,1,0.0,2,3,39.2,17,1
enterprise,monthly,0,35,78,150.57,1,8,10,0.808,6.64,1,7.4,2,1,59.5,14,0
basic,annual,1,42,16,23.71,1,2,18,0.781,11.38,1,12.1,3,1,17.5,0,1
pro,monthly,1,10,7,55.32,1,12,11,0.715,10.41,1,13.2,0,3,55.9,6,0
pro,annual,1,12,155,41.51,1,15,17,0.36,4.91,1,19.6,3,0,8.0,8,0
pro,annual,1,22,88,61.63,0,12,11,0.667,13.36,1,0.0,0,0,66.3,17,0
enterprise,monthly,0,24,33,153.01,0,15,10,0.912,15.47,1,10.0,1,0,72.8,2,0
basic,monthly,1,43,70,27.65,0,7,7,0.541,13.1,0,32.3,0,1,46.9,6,0
basic,monthly,1,1,186,21.32,0,15,15,0.373,15.35,1,4.1,2,1,27.1,12,1
basic,monthly,0,11,94,17.15,1,8,16,0.543,7.89,1,6.1,2,1,28.2,18,0
basic,monthly,1,43,198,33.82,0,14,14,0.706,8.94,0,23.8,2,1,26.3,2,0
basic,annual,1,29,33,20.94,0,8,12,0.78,12.57,0,19.1,1,0,62.6,17,0
basic,monthly,1,32,25,28.21,0,5,6,0.35,9.74,1,13.7,5,1,-10.4,22,0
basic,monthly,1,11,113,27.66,0,14,12,0.338,10.43,1,15.7,4,0,11.3,8,0
basic,monthly,0,29,136,30.87,0,14,13,0.539,13.74,1,16.4,2,1,44.9,12,0
basic,monthly,1,17,196,16.71,0,12,9,0.425,9.78,0,20.5,5,0,-15.4,1,1
pro,monthly,1,35,93,52.36,0,16,15,0.566,14.49,0,17.3,5,1,15.1,21,0
pro,monthly,0,4,40,60.07,0,18,11,0.622,9.42,1,0.8,4,0,7.0,3,0
basic,annual,1,13,108,22.0,0,14,11,0.688,10.61,1,17.9,5,0,23.2,13,0
basic,monthly,1,30,62,23.75,0,7,14,0.398,7.06,1,21.4,5,0,7.0,0,1
basic,monthly,0,28,36,30.18,0,7,17,0.34,1.0,1,18.7,1,2,25.0,19,1
pro,monthly,1,40,18,39.25,1,10,18,0.537,5.97,0,17.0,3,2,31.9,1,1
basic,monthly,1,38,144,24.36,0,7,11,0.278,12.35,1,23.3,3,1,24.9,3,0
basic,annual,1,0,128,19.3,0,11,14,0.559,14.66,1,13.1,1,0,26.2,0,0
basic,annual,1,4,34,16.71,1,16,15,0.57,7.58,1,18.0,1,0,46.5,6,0
basic,annual,0,17,112,24.45,1,6,13,0.732,15.19,1,22.2,5,0,8.9,19,0
basic,monthly,0,46,177,18.61,0,5,11,0.359,2.87,1,9.8,3,1,31.4,0,0
pro,monthly,1,22,163,59.69,0,8,16,0.692,9.06,0,21.9,3,0,-0.3,7,1
pro,annual,1,42,91,50.84,1,7,9,0.73,10.98,0,7.2,2,0,49.7,23,0
pro,monthly,1,2,12,63.81,0,13,8,0.391,13.51,1,,2,0,10.1,13,1
pro,monthly,1,46,127,56.56,0,5,12,0.709,17.68,1,2.1,1,2,43.5,0,0
pro,monthly,1,2,103,50.84,0,26,14,0.716,10.91,1,0.0,5,0,39.2,4,0
basic,monthly,1,38,184,16.03,1,8,19,0.527,10.96,1,7.7,6,1,-19.4,0,0
pro,annual,1,42,111,41.45,1,9,10,0.439,13.76,1,8.5,2,1,34.9,21,0
basic,monthly,1,14,147,23.59,0,10,16,0.536,17.96,1,10.2,9,1,-36.1,12,1
basic,annual,1,14,106,26.24,1,20,16,0.198,12.75,1,4.3,3,0,34.1,9,0
pro,monthly,1,27,108,66.12,0,18,8,0.729,8.74,0,0.0,1,1,56.7,22,0
basic,monthly,1,34,64,42.78,0,9,14,0.683,14.73,1,7.5,1,1,89.0,3,0
basic,monthly,1,5,81,22.64,0,17,10,0.511,9.13,1,6.9,1,0,44.6,15,0
pro,monthly,1,11,59,52.15,0,15,22,0.9,17.6,1,19.4,3,0,55.4,21,0
pro,monthly,0,36,92,47.47,0,12,9,0.545,13.17,0,13.9,5,0,9.8,3,1
enterprise,monthly,0,38,190,239.66,0,7,7,0.619,8.65,1,18.5,2,2,67.2,22,0
basic,monthly,1,7,68,27.7,0,19,5,0.5,14.31,1,7.7,4,3,19.5,10,1
basic,annual,1,42,93,20.69,0,6,8,0.957,15.33,1,18.3,3,0,64.2,17,0
pro,monthly,1,41,189,43.18,0,11,15,0.619,12.91,1,9.5,0,1,28.3,9,1
basic,monthly,1,41,31,27.51,1,11,8,0.936,13.7,1,7.1,3,1,44.7,15,0
pro,monthly,0,11,51,51.06,0,18,15,0.663,10.41,0,15.5,2,1,33.7,21,0
basic,annual,0,32,99,15.66,1,12,13,0.405,12.28,0,16.8,4,0,25.3,19,0
basic,monthly,1,7,82,23.17,0,16,9,0.902,20.01,0,16.2,3,0,60.6,9,0
basic,monthly,1,9,68,34.61,0,13,12,0.583,17.22,1,2.0,5,2,41.9,7,0
pro,monthly,1,3,155,53.74,1,16,9,0.617,11.15,1,19.8,2,0,21.1,5,1
basic,monthly,0,23,100,26.42,0,11,15,0.705,5.92,1,15.3,1,1,68.0,6,0
basic,monthly,1,34,73,30.63,0,9,4,0.775,11.0,0,11.3,3,1,32.5,6,0
basic,monthly,1,9,96,16.01,1,15,16,0.445,11.11,1,14.3,4,1,35.5,19,1
basic,annual,0,8,177,20.8,0,16,10,0.712,13.13,1,9.9,3,0,35.3,20,0
basic,monthly,0,13,196,23.88,0,23,15,0.509,13.75,1,20.4,8,0,10.1,4,1
pro,monthly,1,9,49,70.65,0,16,15,0.493,13.14,1,6.3,7,0,-16.0,13,1
basic,monthly,1,39,8,30.6,0,13,13,0.423,12.76,0,17.7,6,2,13.5,13,1
pro,monthly,1,8,7,53.09,0,23,23,0.459,8.85,1,4.2,2,4,14.0,1,0
pro,monthly,1,13,89,37.57,1,15,11,0.686,10.54,0,16.9,3,5,14.5,9,1
basic,monthly,1,14,126,31.15,0,11,6,0.566,8.15,1,11.9,0,0,35.0,17,1
basic,monthly,0,9,11,24.74,0,5,19,0.756,13.31,0,25.5,1,2,49.8,12,1
pro,monthly,1,45,102,41.45,0,8,13,0.826,15.55,1,9.8,6,2,11.9,22,0
basic,monthly,1,10,80,30.06,0,14,13,0.477,14.07,1,26.7,0,2,56.3,13,0
basic,annual,1,23,186,33.98,0,13,21,0.515,3.57,1,11.2,5,2,15.0,21,0
enterprise,monthly,1,27,121,153.93,1,15,7,0.633,13.21,1,3.2,2,0,36.8,2,0
enterprise,monthly,1,12,85,183.18,0,12,12,0.77,9.49,1,3.7,3,1,42.1,6,1
pro,annual,0,22,117,52.25,0,15,8,0.63,13.55,1,3.7,4,0,19.4,5,0
basic,annual,1,8,27,32.36,0,15,12,0.559,8.21,1,7.1,1,0,53.4,6,0
pro,monthly,1,23,95,41.27,1,12,6,0.933,15.8,0,23.1,4,1,21.4,17,0
pro,annual,0,0,66,55.74,0,18,14,0.942,11.71,0,12.5,2,0,59.4,12,0
basic,monthly,1,21,37,31.6,0,17,13,0.438,8.75,0,19.8,6,1,-24.9,13,1
pro,monthly,1,17,79,58.5,0,23,14,0.81,15.27,1,0.4,0,2,86.2,6,0
basic,annual,0,16,128,17.04,0,13,3,0.668,10.35,1,12.0,8,1,,13,0
basic,annual,1,5,117,20.53,1,23,17,0.451,13.58,1,0.0,6,3,-17.0,16,1
basic,monthly,1,47,192,25.51,0,6,10,0.804,15.05,1,14.2,2,0,68.2,20,0
basic,monthly,1,1,55,19.7,0,15,23,0.284,9.37,1,8.9,2,2,17.4,18,1
basic,monthly,1,7,140,26.11,0,13,10,0.744,11.1,1,21.6,3,1,56.1,23,0
pro,monthly,1,4,110,54.26,1,19,11,0.649,15.72,0,19.0,2,0,,20,0
enterprise,annual,1,46,174,193.16,0,8,12,0.557,13.83,1,12.9,3,0,3.9,14,0
pro,monthly,1,15,181,54.16,0,13,7,0.637,16.75,0,8.8,0,0,52.0,16,0
pro,monthly,0,20,141,40.96,1,16,18,1.0,8.77,1,10.2,2,1,19.0,6,0
enterprise,monthly,1,36,85,185.42,1,9,8,1.0,13.13,1,19.8,1,0,68.9,20,0
basic,monthly,0,2,107,17.72,0,21,11,0.41,9.09,1,7.5,1,0,51.5,4,0
basic,monthly,1,3,130,17.68,0,9,15,0.543,12.79,1,7.0,2,0,44.4,19,0
basic,annual,1,8,161,27.3,0,13,13,0.517,8.25,1,12.4,1,1,31.7,3,0
basic,monthly,1,32,46,29.13,1,6,12,0.547,8.85,1,13.5,3,1,30.8,3,0
pro,monthly,1,46,174,49.02,0,12,7,0.962,13.9,1,12.1,1,1,40.3,3,0
basic,monthly,1,29,160,25.72,0,9,16,0.48,5.25,1,15.3,2,1,41.1,20,1
basic,monthly,1,41,18,18.82,0,10,8,0.409,4.42,1,13.5,3,1,31.5,9,0
basic,monthly,0,42,54,18.2,1,9,5,0.47,10.47,0,13.8,5,0,-0.7,9,1
basic,monthly,1,13,47,25.97,0,16,15,0.516,19.06,1,24.0,1,1,31.1,11,1
enterprise,monthly,0,8,116,209.07,0,10,11,0.889,13.67,1,17.2,3,3,26.3,3,0
basic,monthly,1,7,42,15.7,1,11,11,0.573,10.31,1,14.9,4,1,44.0,6,0
basic,annual,1,38,60,18.36,0,9,14,0.67,13.31,1,19.7,4,0,13.6,17,0
basic,monthly,1,32,38,15.57,0,7,10,0.741,14.18,1,11.9,2,0,61.5,7,0
basic,monthly,0,41,14,27.38,0,9,5,0.499,10.61,1,4.9,3,1,23.5,16,1
pro,monthly,1,24,92,40.81,1,13,11,0.657,9.92,1,13.6,2,2,18.9,19,0
basic,monthly,1,46,64,27.96,0,6,12,0.638,7.13,1,4.6,3,0,21.0,19,0
basic,annual,1,42,101,20.45,0,3,11,0.439,13.34,1,24.7,5,0,4.6,23,1
basic,monthly,1,38,43,25.53,1,3,10,0.558,9.94,1,5.5,1,1,34.9,2,0
pro,monthly,1,38,57,53.7,1,10,22,0.861,14.59,1,16.7,1,0,67.0,20,0
pro,monthly,0,5,178,52.79,0,16,20,0.692,15.32,0,25.5,2,1,34.3,22,1
